func,cwe
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_52c_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the sizeof(data)-strlen(data) is less than the length of source */
        strncat(data, source, 100);
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_53b_badSink(char * data)
{
    CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_53c_badSink(data);
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_53c_badSink(char * data)
{
    CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_53d_badSink(data);
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_53d_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the sizeof(data)-strlen(data) is less than the length of source */
        strncat(data, source, 100);
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_54b_badSink(char * data)
{
    CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_54c_badSink(data);
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_54c_badSink(char * data)
{
    CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_54d_badSink(data);
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_54d_badSink(char * data)
{
    CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_54e_badSink(data);
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_54e_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the sizeof(data)-strlen(data) is less than the length of source */
        strncat(data, source, 100);
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_63b_badSink(char * * dataPtr)
{
    char * data = *dataPtr;
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the sizeof(data)-strlen(data) is less than the length of source */
        strncat(data, source, 100);
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_64b_badSink(void * dataVoidPtr)
{
    /* cast void pointer to a pointer of the appropriate type */
    char * * dataPtr = (char * *)dataVoidPtr;
    /* dereference dataPtr into data */
    char * data = (*dataPtr);
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the sizeof(data)-strlen(data) is less than the length of source */
        strncat(data, source, 100);
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_65b_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the sizeof(data)-strlen(data) is less than the length of source */
        strncat(data, source, 100);
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_66b_badSink(char * dataArray[])
{
    /* copy data out of dataArray */
    char * data = dataArray[2];
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the sizeof(data)-strlen(data) is less than the length of source */
        strncat(data, source, 100);
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_67b_badSink(CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_67_structType myStruct)
{
    char * data = myStruct.structFirst;
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the sizeof(data)-strlen(data) is less than the length of source */
        strncat(data, source, 100);
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_68b_badSink()
{
    char * data = CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_68_badData;
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the sizeof(data)-strlen(data) is less than the length of source */
        strncat(data, source, 100);
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_41_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the size of data is less than the length of source */
        strncpy(data, source, 100-1);
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_51b_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the size of data is less than the length of source */
        strncpy(data, source, 100-1);
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_52b_badSink(char * data)
{
    CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_52c_badSink(data);
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_52c_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the size of data is less than the length of source */
        strncpy(data, source, 100-1);
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_53b_badSink(char * data)
{
    CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_53c_badSink(data);
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_53c_badSink(char * data)
{
    CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_53d_badSink(data);
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_53d_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the size of data is less than the length of source */
        strncpy(data, source, 100-1);
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_54b_badSink(char * data)
{
    CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_54c_badSink(data);
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_54c_badSink(char * data)
{
    CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_54d_badSink(data);
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_54d_badSink(char * data)
{
    CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_54e_badSink(data);
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_54e_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the size of data is less than the length of source */
        strncpy(data, source, 100-1);
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_63b_badSink(char * * dataPtr)
{
    char * data = *dataPtr;
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the size of data is less than the length of source */
        strncpy(data, source, 100-1);
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_64b_badSink(void * dataVoidPtr)
{
    /* cast void pointer to a pointer of the appropriate type */
    char * * dataPtr = (char * *)dataVoidPtr;
    /* dereference dataPtr into data */
    char * data = (*dataPtr);
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the size of data is less than the length of source */
        strncpy(data, source, 100-1);
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_65b_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the size of data is less than the length of source */
        strncpy(data, source, 100-1);
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_66b_badSink(char * dataArray[])
{
    /* copy data out of dataArray */
    char * data = dataArray[2];
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the size of data is less than the length of source */
        strncpy(data, source, 100-1);
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_67b_badSink(CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_67_structType myStruct)
{
    char * data = myStruct.structFirst;
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the size of data is less than the length of source */
        strncpy(data, source, 100-1);
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_68b_badSink()
{
    char * data = CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncpy_68_badData;
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the size of data is less than the length of source */
        strncpy(data, source, 100-1);
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_snprintf_41_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the size of data is less than the length of source */
        SNPRINTF(data, 100, ""%s"", source);
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_snprintf_51b_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the size of data is less than the length of source */
        SNPRINTF(data, 100, ""%s"", source);
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_snprintf_52b_badSink(char * data)
{
    CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_snprintf_52c_badSink(data);
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_snprintf_52c_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if the size of data is less than the length of source */
        SNPRINTF(data, 100, ""%s"", source);
        printLine(data);
    }
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_snprintf_53b_badSink(char * data)
{
    CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_snprintf_53c_badSink(data);
}",CWE-121
"void CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_snprintf_53c_badSink(char * data)
{
    CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_snprintf_53d_badSink(data);
}",CWE-121
